id,listing_url,name,picture_url,latitude,longitude,neighbourhood_cleansed
1175351815463900649,https://www.airbnb.com/rooms/1175351815463900649,Private Terrace Penthouse that Accommodates 6,https://a0.muscache.com/pictures/prohost-api/Hosting-1175351815463900649/original/4b428046-50f6-4c9e-bd8e-642fa2229852.jpeg,41.4071501,2.1463261,el Putxet i el Farró
1175371216621692847,https://www.airbnb.com/rooms/1175371216621692847,Precioso Loft Gracia,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3NTM3MTIxNjYyMTY5Mjg0Nw%3D%3D/original/79faf289-aa04-477f-9df6-a7f894d4f946.jpeg,41.40037050314798,2.164937834946022,la Dreta de l'Eixample
1175397460290622286,https://www.airbnb.com/rooms/1175397460290622286,Apartment featuring a terrace near Park Güell,https://a0.muscache.com/pictures/prohost-api/Hosting-1175397460290622286/original/2dae39e0-9f17-4169-a6db-7cc73c6785e5.jpeg,41.4071501,2.1463261,el Putxet i el Farró
1175898115867950587,https://www.airbnb.com/rooms/1175898115867950587,Sagrada Familia La Plaça (S),https://a0.muscache.com/pictures/prohost-api/Hosting-1175898115867950587/original/8c8b92e8-e5db-4c0f-a111-61432c0d23f2.jpeg,41.40133,2.17377,la Sagrada Família
1175955069246165077,https://www.airbnb.com/rooms/1175955069246165077,Comfortable apartment next to Sagrada Familia,https://a0.muscache.com/pictures/prohost-api/Hosting-1175955069246165077/original/282546ba-a0fe-4466-84d4-cc8de09bcc5e.jpeg,41.40554,2.17172,la Sagrada Família
1175962683968950429,https://www.airbnb.com/rooms/1175962683968950429,Bright Apt in the modernist neighborhood,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3NTk2MjY4Mzk2ODk1MDQyOQ%3D%3D/original/537a7dd7-59df-4354-986e-a52c07100a15.jpeg,41.3817975,2.1535499,la Nova Esquerra de l'Eixample
1175965025404328182,https://www.airbnb.com/rooms/1175965025404328182,Top location in the heart of Barcelona city center,https://a0.muscache.com/pictures/prohost-api/Hosting-1175965025404328182/original/42833d40-91d8-46bf-ad22-59863b5681a6.jpeg,41.4071501,2.1463261,el Putxet i el Farró
1175973084464497731,https://www.airbnb.com/rooms/1175973084464497731,Cosy 1bedroom flat in Sants,https://a0.muscache.com/pictures/miso/Hosting-1175973084464497731/original/e6e3a1c3-02e5-46d4-add7-cff3d46c989f.jpeg,41.37456238537739,2.1314539433670685,Sants
1176067615351381457,https://www.airbnb.com/rooms/1176067615351381457,"Confortable i acollidor, Eixample /Hosp. Clinic",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3NjA2NzYxNTM1MTM4MTQ1Nw%3D%3D/original/67446059-85fe-4310-8ad4-11e3b42fcaeb.jpeg,41.3858967,2.153117200000001,la Nova Esquerra de l'Eixample
1176071363470026332,https://www.airbnb.com/rooms/1176071363470026332,My Best House BCN,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3NjA3MTM2MzQ3MDAyNjMzMg%3D%3D/original/405f5103-2906-479d-bddc-f3af1dc6b7a5.jpeg,41.43559525044581,2.2039181735760605,el Bon Pastor
